SEX,ENGLISH FREQUENCY AT HOME,BOOKS AT HOME,HAVE CALCULATOR,HAVE COMPUTER,STUDY DESK,DICTIONARY,INTERNET CONECTION,ENCYCLOPEDIA,GAME CONSOLE,VCR/DVD PLAYER,THREE OR MORE VEHICLES,USUALLY DO WELL IN MATH,WOULD LIKE TO DO MORE MATH IN SCHOOL,MATH HARDER FOR ME,ENJOY LEARNING MATH,JUST NOT GOOD AT MATH,LEARN MATH QUICK,MATH IS BORING,I LIKE MATH,PRACTICE MATH WO CALCULATOR,WORK ON FRACTIONS AND DECIMALS,MEASURE THINGS AORUND SCHOOL,MAKE TABLES CHARRTS,LEARN ABOUT SHAPE,MEMORIZE HOW TO WORK PROBLEMS,WORK WITH OTHER STUDENTS,EXPLAIN MATH ANSWER,WORK MATH ON OWN,USE CALCULATOR IN MATH,USE COMPUTER IN MATH,THINK DO WELL IN SCIENCE,WOULD LIKE TO DO MORE SCIENCE,SCIENCE HARDER FOR ME,ENJOY LEARNING SCIENCE,JUST NOT GOOD AT SCIENCE,LEARN SCIENCE QUICK,SCIENCE IS BORING,LIKE SCIENCE,LOOK AT WEATHER OR PLANT AND WRITE,WATCH TEACHER DO SCIENCE EXPERIMENT,DESIGN OR PLAN SCIENCE EXPERIMENT,DO SCIENCE EXPERIMENT IN CLASS,WORK WITH OTHER STUDENTS IN SCIENCE EXPERIMENT,READ BOOKS ABOUT SCIENCE,MEMORIZE SCIENCE FACTS,WRITE EXPANATION FOR SOMETHING IN SCIENCE,WORK SCIENCE ON OWN,USE COMPUTER IN SCIENCE,EVER USE A COMPUTER,USE COMPUTER FOR MATH,USE COMPUTER FOR SCIENCE,LIKE BEING IN SCHOOL,MOST STUDENTS TRY BEST,MOST TEACHERS WANT STUDENTS TO DO BEST,SPEND TIME ON TV VIDEOS,SPEND TIME ON COMPUTER GAMES,SPEND TIME ON HANGING OUT,SPEND TIME ON CHORES,SPEND TIME TO PLAY SPORTS,SPEND TIME TO READ BOOK ENJOYMENT,SPEND TIME ON INTERNET,SPEND TIME ON HW,OFTEN IN MATH HW,MINUTES IN MATH HW,OFTEN HW IN SCIENCE,MINUTES ON SCIENCE HW,BORN IN USA,PARENTS BORN IN COUNTRY,COMPUTER USE,RACE,LANGUAGE AT HOME,AGE OF STUDENT,EXCELLENCE
1,1,3,1,1,1,1,1,1,2,1,2,1,3,4,2,4,2,3,3,1,3,4,2,3,3,4,3,1,4,4,2,2,4,1,4,1,4,9,3,2,3,3,2,1,1,3,1,4,1,1,2,2,3,1,1,2,1,2,3,2,2,3,3,3,5,96,1,2,1,1,9,9.75,3
1,1,5,1,1,1,1,1,2,1,1,1,2,2,4,2,4,1,3,2,1,3,3,3,3,1,3,3,2,4,4,1,1,4,1,4,2,4,1,3,2,2,2,2,1,2,2,1,4,1,3,4,1,1,1,3,3,3,2,3,4,4,3,2,4,4,2,1,3,1,2,9,10,3
2,2,5,1,1,1,1,1,1,1,1,2,2,3,3,2,2,2,1,3,1,1,3,2,3,1,3,3,2,4,4,1,3,4,2,4,1,3,2,1,2,3,3,2,1,1,1,2,3,1,3,5,2,2,1,4,2,4,3,1,2,2,3,2,3,4,2,1,1,1,3,1,10.58333333,3
1,1,3,1,1,1,1,1,1,2,1,2,1,1,2,1,4,1,4,1,1,1,3,3,3,1,3,2,1,4,3,1,1,3,1,4,1,4,1,2,3,3,3,3,3,4,3,3,4,1,4,4,1,1,1,2,3,4,4,2,3,3,2,4,2,5,96,1,1,1,1,9,10.25,3
1,1,3,1,1,1,2,1,1,1,1,1,2,3,2,2,3,3,4,2,4,2,4,4,2,1,2,2,1,4,4,2,1,4,1,4,3,4,1,4,2,4,4,4,2,9,3,3,4,2,6,6,2,3,1,4,1,1,3,4,1,1,3,3,6,2,5,1,1,5,1,9,11.41666667,1
1,1,1,1,1,1,1,2,2,2,1,1,1,3,2,1,2,9,3,4,1,2,3,3,2,2,3,3,1,4,4,2,1,3,1,4,2,4,1,2,3,3,3,2,2,1,2,1,4,1,5,5,4,1,1,5,1,4,2,1,1,1,5,3,3,4,3,1,1,2,1,9,10.16666667,2
2,1,4,1,1,1,1,2,1,1,1,1,4,1,1,1,3,2,4,4,1,2,3,1,2,9,1,2,1,4,1,1,1,3,1,2,2,3,2,1,3,1,2,2,1,2,3,2,3,1,2,1,1,1,1,2,1,3,3,1,1,2,3,4,2,9,3,2,1,1,2,9,10.16666667,1
2,1,4,2,1,1,1,1,1,1,1,1,2,1,2,1,3,3,4,1,1,2,4,2,2,1,3,2,1,4,4,1,3,2,1,4,1,4,1,3,4,4,2,1,1,2,2,2,4,1,4,1,1,1,1,2,5,5,5,3,2,5,5,4,3,4,4,1,1,2,1,9,11.16666667,1
1,1,1,1,1,1,1,2,1,1,1,1,1,4,4,1,4,1,4,1,3,2,3,3,1,1,2,3,3,3,4,1,2,4,1,4,2,4,1,4,2,2,2,1,1,9,2,1,4,1,2,5,2,1,1,3,2,4,2,3,2,5,2,3,3,4,2,2,2,1,2,9,11.33333333,1
1,1,2,1,1,1,1,1,1,1,1,2,2,2,4,1,4,2,3,2,1,2,4,2,1,1,2,2,2,4,2,1,1,4,1,4,1,4,1,4,4,1,1,4,1,1,1,1,4,1,2,5,1,1,1,3,2,5,1,2,2,2,3,2,2,3,2,1,1,1,2,9,11.33333333,1
2,1,1,1,1,2,1,1,1,1,1,1,2,1,3,1,4,3,3,1,3,4,4,4,1,2,1,1,3,1,1,1,1,3,1,4,2,4,1,3,1,3,2,1,3,2,4,1,1,1,4,3,1,1,1,5,3,2,1,4,1,4,1,1,2,1,99,2,2,2,2,9,10.83333333,1
2,1,1,2,2,2,2,2,2,1,1,1,2,4,2,2,1,4,2,2,3,2,4,4,3,4,3,3,3,3,4,1,1,4,1,4,1,4,1,3,3,3,3,3,3,4,3,3,4,1,4,4,4,2,1,2,1,3,1,5,1,1,3,3,2,5,96,1,1,9,9,9,10,1
2,1,4,1,1,1,1,1,1,1,1,1,2,4,2,4,3,2,2,4,1,1,4,1,1,1,1,1,1,4,4,1,1,4,1,4,1,4,1,4,4,1,4,4,1,2,2,1,4,1,1,3,4,2,1,5,4,5,1,5,3,5,1,4,2,5,96,1,1,1,2,2,11.41666667,1
2,1,2,1,2,1,1,2,1,1,1,2,2,4,3,3,3,2,1,4,1,3,4,2,3,1,1,2,1,4,4,1,1,4,1,4,1,4,1,4,4,4,3,4,1,1,4,1,4,1,5,2,4,2,3,5,1,3,2,2,1,2,3,9,2,3,2,1,1,3,2,9,9.833333333,1
1,1,3,1,2,1,1,2,1,2,1,1,2,4,4,2,3,3,4,4,1,3,4,4,1,1,1,1,1,4,4,4,4,4,1,4,1,4,1,4,1,1,1,4,1,1,4,1,4,1,5,5,1,1,1,5,1,5,5,3,1,1,3,5,96,5,96,1,1,3,2,9,9.916666667,2
1,2,1,1,1,1,1,1,1,1,1,2,2,1,4,1,4,2,4,2,3,3,4,3,1,1,2,2,1,4,4,1,2,4,1,4,2,4,1,4,4,3,3,4,3,3,4,3,4,1,5,5,1,2,1,4,3,3,2,2,1,4,3,3,3,4,3,1,1,1,3,1,10.33333333,1
2,1,5,1,1,2,2,2,1,1,1,2,2,2,1,2,3,2,3,4,3,1,4,1,1,1,1,2,1,4,4,1,2,4,1,4,2,4,1,4,1,4,4,1,4,4,4,2,4,2,6,6,2,1,1,1,1,1,2,1,1,1,1,4,2,9,3,2,1,5,2,2,9.833333333,1
1,2,3,1,2,1,1,2,1,1,1,1,2,1,1,1,2,2,3,4,1,1,4,1,1,3,1,3,1,4,4,1,1,4,1,4,1,4,1,4,4,4,2,4,1,1,2,1,4,1,5,3,1,1,1,5,1,3,2,1,3,1,3,2,99,5,96,1,1,3,3,1,11.66666667,1
1,1,1,1,1,1,2,2,1,1,2,2,4,4,3,4,2,3,1,4,4,3,4,3,3,3,3,4,3,4,4,4,4,3,4,3,3,1,4,4,4,4,4,4,2,4,4,3,4,1,5,5,2,1,1,5,5,3,4,5,3,5,3,4,2,5,96,1,1,2,2,9,10.5,1
1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,1,2,1,2,1,1,1,1,2,2,1,1,2,1,4,1,1,1,2,1,2,2,2,2,1,1,2,3,1,1,1,4,3,4,1,2,5,1,1,1,5,1,5,5,3,3,3,1,3,2,9,2,2,1,3,2,2,10.5,1
2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,2,4,1,3,1,2,1,1,1,1,1,1,1,1,3,3,2,3,3,3,4,3,1,1,1,1,1,4,4,4,4,4,1,5,5,1,3,1,5,5,2,1,5,1,5,2,5,96,5,96,1,1,1,2,9,10.5,1
2,2,2,1,1,1,1,1,1,1,1,1,2,4,4,4,4,2,1,4,1,1,4,4,2,1,3,4,4,4,4,1,4,4,4,4,1,1,4,4,1,2,3,3,4,1,4,1,4,1,5,5,4,4,4,5,5,5,1,1,1,5,2,3,2,2,2,1,1,1,3,1,11,1
2,1,4,1,1,1,1,2,1,1,1,1,1,1,4,1,4,2,4,1,1,2,4,2,3,2,3,3,2,4,4,3,1,4,1,3,2,4,1,4,2,2,2,1,3,1,3,1,4,1,5,5,1,1,1,2,1,1,1,4,1,1,2,1,2,2,3,1,1,3,1,9,10.91666667,1
2,1,1,1,1,1,2,1,2,1,1,2,1,1,4,1,4,1,4,1,3,3,3,3,3,1,3,1,1,3,4,1,1,4,1,4,1,4,1,4,9,3,4,3,1,1,1,1,4,1,5,5,9,1,1,5,5,5,5,5,2,4,2,4,2,4,3,1,1,2,1,2,9.583333333,1
2,1,3,1,1,1,1,2,1,1,1,1,2,4,2,2,2,3,2,4,1,3,3,3,3,2,2,1,2,4,4,1,1,4,1,4,1,4,1,2,1,1,1,2,1,1,1,1,4,1,5,5,4,1,1,3,3,3,2,3,3,3,3,2,3,2,3,1,1,4,1,9,10,2
2,1,2,1,1,1,2,1,2,1,1,1,1,1,3,1,4,2,4,1,2,1,4,3,3,3,2,3,3,4,4,1,1,4,1,4,2,4,1,3,3,2,2,2,1,1,4,3,4,1,5,5,2,1,1,2,3,1,4,5,1,2,3,3,2,3,2,1,1,1,1,9,10.83333333,1
2,3,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,4,1,1,9,1,1,1,1,5,1,3,4,1,1,1,3,2,4,2,1,1,2,3,1,10.41666667,1
1,1,3,1,1,1,1,2,1,1,1,2,1,1,4,1,4,1,4,1,1,3,3,3,1,1,3,3,1,3,3,2,4,3,4,4,2,3,4,1,1,4,2,2,1,1,1,1,4,1,5,3,4,1,1,2,2,2,5,5,1,1,2,3,2,2,2,1,1,1,1,9,11.16666667,1
1,1,3,1,1,1,2,1,1,1,1,1,2,3,4,3,2,3,1,3,3,3,4,4,3,3,3,3,3,3,3,1,2,4,2,4,2,4,1,2,2,1,2,4,1,1,1,2,4,1,5,5,4,1,1,2,2,2,2,2,2,1,2,4,2,4,2,1,2,1,3,1,11.08333333,1
1,3,4,1,1,1,1,2,9,1,1,1,4,4,1,4,1,4,1,4,4,3,4,4,3,4,3,3,4,1,4,1,1,4,1,4,1,4,1,1,1,9,9,9,4,1,9,4,4,1,5,5,4,1,1,5,5,5,5,5,5,9,5,4,99,3,99,1,1,3,3,1,10.58333333,1
2,1,4,1,1,1,1,2,2,1,1,1,2,1,4,1,4,2,4,1,1,1,3,2,3,1,4,2,2,3,4,1,2,4,2,4,3,4,2,4,1,3,3,1,1,1,2,3,2,1,5,5,1,1,1,3,4,2,2,1,2,4,3,4,4,4,4,1,1,1,1,9,9.5,3
2,3,4,1,1,1,1,1,1,1,1,1,2,1,4,1,4,1,4,1,2,1,3,3,1,3,3,1,3,3,3,1,1,4,1,4,1,4,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,5,5,5,2,1,3,5,4,1,6,2,4,1,1,1,3,1,10.75,1
2,2,3,1,1,1,1,1,2,1,1,1,1,2,4,2,4,1,3,1,3,3,3,3,3,1,3,3,1,3,3,2,2,3,2,4,1,3,1,2,1,3,2,3,2,1,2,1,4,1,3,4,2,2,1,2,2,2,2,4,2,2,2,2,3,4,3,1,1,2,3,1,9.833333333,3
2,2,4,1,1,1,1,1,1,1,1,1,1,3,4,2,4,1,3,2,1,1,3,3,3,1,3,1,1,3,4,1,1,4,1,4,1,4,1,1,1,1,3,3,3,1,1,1,4,1,5,5,3,1,1,2,4,5,1,4,1,5,2,1,3,4,3,1,2,2,5,2,10.16666667,2
2,1,5,1,1,1,1,1,1,1,1,2,2,3,2,2,4,3,4,1,3,3,3,3,2,1,1,1,1,3,3,1,1,3,1,4,1,4,1,2,3,2,2,2,1,1,1,1,4,1,5,5,3,3,1,3,3,4,2,3,2,3,2,2,2,4,3,1,1,1,1,9,10.16666667,2
2,1,3,2,1,2,2,1,2,1,1,1,1,2,4,1,4,1,4,1,1,3,4,3,3,1,3,2,1,4,4,2,1,4,1,4,2,4,1,4,1,2,3,2,2,1,1,1,3,1,5,4,2,2,1,4,1,4,1,5,1,1,2,2,2,4,3,1,1,3,7,9,10.33333333,2
2,1,3,1,1,1,1,1,1,1,1,1,1,2,2,1,4,2,4,2,2,2,3,3,9,2,3,2,3,3,4,2,2,2,2,3,2,4,1,3,2,2,3,2,2,2,2,2,3,1,3,3,2,1,1,2,2,3,2,5,2,2,2,1,2,2,2,1,1,1,1,9,10.83333333,1
2,2,4,1,1,1,1,1,1,1,1,2,1,3,4,2,4,1,4,2,4,2,4,3,4,1,3,2,1,4,4,1,1,4,1,4,1,4,1,2,1,2,1,3,1,1,1,1,3,1,5,4,2,2,1,3,2,2,3,5,2,3,3,1,2,1,2,1,1,1,1,9,10.16666667,3
2,1,1,1,1,1,1,1,1,1,1,1,2,4,1,4,4,1,1,4,4,3,4,3,4,1,3,3,1,4,4,2,1,4,1,4,1,4,1,4,1,4,1,1,4,2,4,1,3,1,5,5,1,1,1,5,5,4,1,3,9,5,2,1,99,3,2,1,1,2,5,9,10.5,2
1,1,5,1,1,1,1,1,1,1,1,1,2,3,4,2,4,1,3,2,1,1,1,2,1,1,2,1,1,2,2,3,2,1,2,2,3,4,1,3,2,2,1,2,1,1,2,1,2,1,5,4,2,2,1,3,2,2,2,2,3,2,2,1,2,3,3,1,1,1,1,9,9.833333333,1
1,1,3,1,1,1,1,1,1,1,1,2,1,1,4,1,4,1,4,1,1,2,3,2,2,1,4,1,1,3,3,2,3,2,2,3,3,4,1,2,1,2,2,3,4,2,1,1,3,1,5,5,1,1,1,4,1,1,1,5,3,5,2,1,2,3,2,1,1,1,1,9,10.5,2
2,2,5,1,1,1,1,1,1,1,1,1,1,3,4,2,4,1,4,1,1,2,3,2,1,1,2,2,9,9,4,2,1,4,1,4,1,4,1,3,1,2,1,1,3,1,1,1,4,1,5,5,1,3,1,2,3,4,4,5,1,2,2,1,2,3,2,1,2,2,1,2,10.41666667,3
1,1,2,1,1,1,1,1,2,1,1,2,2,1,2,2,4,3,4,1,3,2,4,3,2,1,3,2,1,3,4,2,3,9,3,2,2,9,1,3,2,3,2,2,4,3,2,3,3,1,5,5,1,1,1,4,3,5,2,3,2,3,3,3,2,4,2,1,1,1,1,9,9.583333333,2
1,1,2,2,1,2,2,1,2,2,2,1,1,2,3,1,4,2,4,1,3,2,4,4,1,1,4,1,1,4,4,2,1,3,1,4,2,4,1,4,1,4,1,4,3,1,2,1,4,1,5,5,1,1,1,2,1,1,2,3,2,1,3,1,3,4,2,2,1,3,1,9,10,2
1,1,5,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,4,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,2,4,1,2,1,1,1,2,1,2,1,1,2,1,5,5,1,3,1,5,5,3,4,5,4,5,4,1,2,3,2,1,1,1,1,9,10.25,2
2,1,5,1,2,1,1,2,1,1,1,2,1,3,4,1,4,1,4,1,1,4,1,2,1,1,4,1,1,4,4,1,1,4,1,4,1,4,1,1,1,1,1,4,1,1,1,1,4,9,9,9,1,1,1,5,1,1,1,1,2,1,2,2,3,4,2,1,1,9,1,2,9.833333333,2
2,1,3,1,1,2,1,1,2,1,1,2,3,2,1,2,2,3,4,2,1,2,3,3,3,1,3,3,3,4,4,1,2,4,1,4,1,4,1,1,1,2,2,2,3,2,2,1,4,1,4,4,1,2,1,2,1,3,2,3,2,1,3,1,4,3,3,1,1,2,1,2,10,2
1,2,4,1,1,1,1,1,1,1,1,1,1,3,4,3,4,1,4,2,1,1,1,1,1,1,2,1,1,4,4,2,4,3,3,4,1,2,4,1,1,1,1,1,4,2,1,1,4,1,3,5,2,2,1,3,3,4,2,3,3,4,2,2,2,4,2,1,3,1,4,2,9.75,3
1,1,3,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,4,1,3,3,3,2,3,3,3,4,4,2,2,2,1,4,2,4,1,3,2,3,3,2,2,3,3,2,4,1,3,3,2,2,1,2,1,1,2,1,1,1,2,3,2,3,2,1,1,1,1,9,10.58333333,1
2,1,3,1,1,1,1,1,1,1,1,1,2,4,1,2,4,1,2,2,3,1,3,3,3,2,3,3,3,3,3,2,1,3,1,4,3,4,1,1,1,1,1,2,1,1,1,2,4,1,3,5,3,1,1,2,3,1,4,4,3,4,2,2,2,2,3,1,1,1,1,9,10.5,1
2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,2,1,2,1,2,2,1,1,3,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,3,1,10.25,1
1,1,3,1,1,2,1,1,2,1,1,2,1,1,4,1,4,2,4,1,1,3,3,3,3,3,3,3,1,4,4,1,1,4,1,4,2,4,1,3,2,3,2,2,3,2,3,1,4,1,5,5,2,1,1,3,3,5,4,4,2,2,3,2,3,3,3,1,1,1,1,9,9.75,2
1,1,3,1,1,1,1,2,1,1,1,2,1,2,3,3,4,1,4,2,1,3,4,3,3,1,3,2,1,4,4,1,1,4,1,4,1,4,1,4,1,1,1,1,3,2,1,1,4,1,3,4,2,1,2,2,2,3,2,2,3,1,2,1,2,4,2,1,1,1,7,9,10.66666667,3
1,1,3,1,1,1,1,2,1,1,1,2,1,1,3,1,4,1,4,1,1,4,3,3,3,1,3,3,3,4,4,1,1,3,1,4,1,4,1,4,1,4,2,2,1,1,2,1,4,1,5,5,1,1,1,2,1,4,2,2,2,1,2,2,2,4,3,1,1,1,1,9,10.41666667,2
2,9,9,1,1,2,2,1,2,1,1,1,2,4,1,3,3,2,1,3,2,1,3,2,3,3,2,2,3,4,2,1,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1,1,4,1,9,1,1,4,1,1,9,2,2,1,2,2,2,1,2,9,2,1,1,2,1,9,9.833333333,1
2,1,2,1,1,1,1,1,1,1,1,1,1,2,3,1,4,1,3,1,1,1,1,1,1,1,1,1,1,4,4,1,3,9,1,4,1,4,9,1,1,3,2,3,2,2,1,1,3,1,4,4,2,3,1,2,2,4,1,5,2,2,2,2,3,3,2,1,1,1,1,2,10,2
1,1,3,1,1,1,1,1,1,2,1,2,1,1,4,1,4,1,4,1,1,1,3,3,2,1,3,1,1,4,4,1,1,4,1,4,1,4,1,1,2,2,2,1,1,1,1,1,4,1,5,5,1,1,1,3,3,4,3,2,4,3,2,3,2,3,2,1,1,1,1,9,9.916666667,3
2,2,3,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,1,2,1,1,1,1,2,3,1,1,1,4,1,4,1,4,1,1,1,3,2,1,2,1,1,1,4,1,9,5,2,1,1,2,1,2,2,2,2,2,2,1,2,3,2,1,3,2,1,9,9.916666667,1
2,2,3,1,1,2,1,1,1,1,1,2,2,1,3,1,4,1,4,1,3,1,3,3,3,1,3,3,2,4,4,1,1,4,1,4,1,4,1,1,2,4,2,3,2,1,1,3,4,1,5,5,3,1,1,4,2,2,2,1,2,2,3,2,3,4,2,1,1,1,3,1,10,3
2,1,2,1,1,1,2,1,1,1,1,2,1,3,2,4,9,2,2,3,3,4,4,3,1,1,1,3,4,2,1,1,1,4,1,4,1,4,1,3,2,3,1,1,3,9,1,1,4,1,5,5,4,1,1,4,1,4,1,9,1,1,2,1,4,4,2,1,1,1,1,9,9.5,1
2,2,3,1,1,1,1,1,1,1,1,1,2,4,1,4,1,4,1,4,4,4,4,4,1,1,4,4,1,3,1,1,1,4,1,9,1,4,1,4,1,9,4,4,2,1,3,1,1,1,5,5,4,1,4,5,4,5,2,3,1,4,2,2,2,3,2,1,2,1,3,1,9.5,2
1,2,5,1,1,1,1,1,1,2,1,2,4,4,2,4,1,4,1,4,3,1,4,3,3,4,3,3,1,3,4,3,4,3,4,3,3,4,4,3,2,1,1,1,2,3,3,2,4,1,4,9,2,2,2,2,1,4,3,3,3,1,2,1,2,5,96,1,1,1,3,1,10.16666667,2
1,1,3,1,1,2,2,1,1,1,1,2,2,4,1,3,4,2,2,9,1,1,3,2,3,2,1,4,2,3,4,2,1,2,1,3,3,4,1,3,1,3,3,2,1,2,3,2,4,1,3,5,3,1,1,4,2,3,1,4,2,4,3,2,2,5,96,1,1,1,1,9,9.916666667,2
1,1,4,1,1,2,1,1,1,1,1,1,2,4,2,4,4,2,4,4,1,1,3,3,3,1,3,3,1,3,4,1,1,4,1,4,1,4,1,1,1,2,1,1,1,1,1,1,2,1,2,3,3,1,1,2,3,5,2,1,2,3,2,2,2,4,3,1,1,1,1,9,9.666666667,2
1,1,4,1,1,1,1,1,9,2,1,1,2,3,1,4,2,4,2,4,1,1,1,2,3,2,4,1,2,1,4,1,1,4,1,4,2,3,1,1,2,3,3,3,2,3,2,2,4,1,4,4,1,1,1,3,3,9,4,9,5,3,3,1,3,5,96,1,1,1,1,9,10.5,2
1,1,4,1,1,1,1,1,1,1,1,2,2,1,2,1,3,2,4,1,1,1,4,3,9,3,3,2,2,3,4,1,2,4,2,4,1,4,1,4,1,1,1,2,3,2,1,1,4,1,3,4,1,1,1,3,4,4,3,4,3,4,3,1,2,9,2,1,1,2,1,9,9.833333333,1
1,1,4,1,1,1,1,1,1,1,2,2,2,4,3,3,2,4,1,2,2,2,3,2,1,1,3,2,1,3,4,1,1,3,1,4,1,4,1,3,1,3,3,1,1,1,2,1,4,1,5,5,2,2,1,3,2,4,2,2,3,3,3,1,4,5,96,1,2,2,1,9,9.833333333,2
1,2,4,1,1,1,1,1,2,1,1,2,2,4,1,4,2,3,1,4,3,3,4,3,3,3,3,3,3,3,3,2,2,3,2,3,2,2,2,4,4,3,3,4,2,2,2,3,3,1,4,4,3,2,1,2,5,2,2,2,2,2,2,2,3,4,3,1,3,1,5,2,10.33333333,2
2,1,3,1,1,1,2,1,1,1,1,2,1,1,2,1,4,3,4,1,1,1,3,2,2,1,1,1,1,3,3,2,2,2,1,4,3,4,1,2,1,1,1,1,1,1,1,1,3,1,3,3,1,1,1,5,4,5,4,4,3,4,3,2,4,9,4,1,1,1,1,9,9.833333333,2
2,1,4,1,1,1,1,1,1,1,1,2,2,1,3,1,4,1,4,1,3,2,4,3,3,2,3,1,2,4,4,1,1,3,1,4,1,4,1,2,1,4,1,1,3,3,2,1,4,1,3,3,2,1,1,4,1,5,2,5,3,1,2,2,2,5,96,1,3,2,1,9,9.583333333,3
2,2,4,1,1,1,1,1,1,1,1,1,1,2,4,1,4,2,3,1,3,3,3,3,3,3,3,3,3,3,4,1,1,4,1,4,1,4,1,1,1,3,3,1,1,1,1,1,4,1,5,5,2,1,1,3,2,5,3,4,2,2,2,5,96,9,3,1,2,1,3,1,10.83333333,2
2,1,5,1,1,2,2,1,1,1,1,1,1,1,4,1,4,2,4,1,2,1,4,3,1,1,1,2,2,2,3,1,1,4,1,4,1,4,1,2,1,1,1,3,1,1,1,2,1,1,2,4,2,1,1,5,4,3,1,4,2,5,2,1,2,5,96,1,1,1,1,9,9.833333333,3
2,1,2,1,1,1,1,1,1,1,1,1,1,4,4,2,4,1,2,3,2,1,3,3,3,2,3,2,3,3,4,1,1,4,1,4,1,4,1,3,2,2,2,2,2,1,2,1,2,1,3,3,1,2,1,3,2,3,2,3,2,2,2,1,2,5,96,1,1,1,1,9,9.833333333,3
2,1,3,1,1,1,1,1,1,1,1,2,1,1,3,1,4,1,3,1,1,1,3,3,3,1,3,3,1,3,3,1,2,3,1,4,1,4,1,2,1,3,3,2,1,1,2,1,4,1,5,5,1,1,1,1,1,1,1,1,2,1,3,3,2,2,99,1,1,2,1,9,9.916666667,3
2,4,2,1,1,1,1,1,2,1,1,1,2,1,3,1,2,2,4,1,1,1,1,1,1,2,1,1,1,4,4,2,2,4,2,2,2,4,1,1,2,1,2,2,2,2,1,1,4,1,4,3,4,2,1,5,5,5,1,5,1,5,2,1,99,5,96,2,3,2,2,2,9.5,1
2,9,4,1,1,1,1,1,1,1,1,1,2,4,1,3,2,4,3,3,1,3,3,3,1,1,2,1,2,4,4,1,1,4,1,4,1,4,1,3,3,3,3,2,2,2,3,1,2,1,3,4,3,2,1,5,1,5,1,5,1,5,2,2,2,5,96,1,1,1,1,9,10.41666667,1
1,2,4,1,1,1,1,1,2,2,1,2,2,2,3,1,4,3,4,1,3,3,3,3,3,2,3,2,3,4,4,1,1,3,2,4,2,4,1,4,3,4,4,4,3,3,3,2,4,1,5,5,1,1,1,2,1,2,3,2,2,2,3,3,3,5,96,1,3,1,4,2,10,2
1,1,2,2,1,1,2,2,1,1,1,2,3,2,4,2,2,2,4,1,3,3,2,4,1,2,1,2,3,4,4,1,1,4,1,4,2,4,1,4,1,2,4,1,2,2,1,3,1,1,2,5,2,1,1,2,2,3,4,3,2,1,2,1,2,5,96,2,1,1,1,2,10.25,1
2,1,3,1,1,2,1,2,2,1,1,1,1,2,4,1,4,1,3,1,2,2,3,4,3,3,3,2,1,4,4,1,1,4,1,4,2,4,1,4,4,3,3,3,4,3,3,3,4,2,6,6,2,2,1,4,1,1,2,1,3,1,2,1,2,5,96,2,2,5,1,9,10.33333333,3
2,1,2,1,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,3,3,2,2,2,2,4,3,1,1,4,1,4,1,4,1,1,1,2,2,2,1,1,1,1,1,1,5,1,2,2,1,1,1,3,5,2,3,2,5,3,2,9,2,2,1,3,1,2,9.75,1
1,2,2,1,1,2,1,1,1,1,1,1,2,3,3,4,3,4,4,4,1,2,3,3,9,1,1,1,3,4,4,2,2,4,2,4,1,4,2,2,2,3,3,3,2,3,1,4,4,2,6,6,3,1,1,1,2,3,2,3,5,4,3,1,4,5,96,1,2,5,3,1,10,2
2,1,3,1,1,1,2,1,2,1,1,2,1,4,4,3,4,1,3,3,3,2,1,3,4,1,2,1,1,4,4,2,1,4,1,4,3,4,1,3,2,4,4,3,1,1,2,1,3,1,3,5,3,1,1,3,4,5,3,4,2,4,2,1,2,4,3,1,1,1,1,9,10.58333333,2
1,2,3,9,1,1,1,1,1,1,1,2,4,4,1,4,1,4,1,4,4,4,4,1,1,4,1,4,4,4,4,1,1,4,1,4,1,4,1,4,4,4,4,1,1,4,4,1,4,1,3,3,1,1,1,5,5,2,2,2,1,1,1,1,2,9,2,1,1,1,3,1,10.16666667,1
1,1,3,2,1,1,1,2,1,1,1,1,2,3,2,2,3,2,2,2,1,1,2,2,1,1,1,1,9,9,3,2,1,4,1,4,2,4,1,2,2,2,1,2,1,1,1,1,1,1,3,2,9,9,9,2,2,3,4,4,4,3,2,1,2,3,3,2,1,2,1,9,10.58333333,1
